"ID","Player","Team","Position","RkOv","Status","Age","Opponent","FPts","FP/G","Ros"
"*05kke*","Marek Berka","(N/A)","C","1475","FA","24","","0","0","0%"
"*003oq*","Adam Berkhoel","(N/A)","G","1476","FA","44","","0","0","0%"
"*03ecj*","Matthew Berkovitz","ANA","D","1477","FA","29","","0","0","0%"
"*068y7*","Matthew Berlin","(N/A)","G","1478","FA","27","","0","0","0%"
"*04a9t*","Andreas Bernard","(N/A)","G","1479","FA","35","","0","0","0%"
"*03rgo*","Daniel Bernhardt","NYR","RW","1481","FA","29","","0","0","0%"
"*0430l*","David Bernhardt","PHI","D","1482","FA","27","","0","0","0%"
"*01cwf*","Justin Bernhardt","(N/A)","RW","1483","FA","37","","0","0","0%"
"*003sm*","Jonathan Bernier","(N/A)","G","1486","FA","36","","0","0","0%"
"*004p2*","Marc-Andre Bernier","EDM","RW","1487","FA","40","","0","0","0%"
"*00463*","Steve Bernier","NYI","RW","1488","FA","40","WSH 1<br/>@NYI 4 F","0","0","0%"
"*06nka*","Thatcher Bernstein","(N/A)","G","1489","FA","19","","0","0","0%"
"*02yob*","Reto Berra","(N/A)","G","1490","FA","38","","0","0","0%"
"*01c9m*","Alex Berry","(N/A)","RW","1491","FA","39","","0","0","0%"
"*03wkh*","Matthew Berry","(N/A)","RW","1493","FA","32","","0","0","0%"
"*03knr*","Shane Berschbach","(N/A)","RW","1494","FA","34","","0","0","0%"
"*033rj*","Alessio Bertaggia","(N/A)","RW","1495","FA","32","","0","0","0%"
"*004kt*","Adam Berti","(N/A)","LW","1496","FA","39","","0","0","0%"
"*0243x*","Simon Bertilsson","PHI","D","1497","FA","34","","0","0","0%"
"*005b0*","Dan Bertram","CHI","RW","1498","FA","38","PIT 1<br/>@CHI 3 F","0","0","0%"
"*04n4p*","Charles Bertrand","(N/A)","RW","1499","FA","34","","0","0","0%"
"*02oam*","Christoph Bertschy","(N/A)","C,RW","1500","FA","31","","0","0","0%"
"*04zpa*","Tag Bertuzzi","NJD","C","1502","FA","24","","0","0","0%"
"*01mzq*","Jean-Sebastien Berube","(N/A)","LW","1504","FA","35","","0","0","0%"
"*06c43*","Patriks Berzins","(N/A)","G","1505","FA","21","","0","0","0%"
"*05x9s*","Zachary Berzolla","(N/A)","D","1506","FA","27","","0","0","0%"
"*01mj9*","Tyler Beskorowany","UTA","G","1507","FA","35","","0","0","0%"
"*031qw*","Grant Besse","(N/A)","RW","1508","FA","31","","0","0","0%"
"*03wma*","Jared Bethune","(N/A)","LW","1509","FA","28","","0","0","0%"
"*031se*","Ben Betker","(N/A)","D","1510","FA","30","","0","0","0%"
"*062nh*","Rayan Bettahar","(N/A)","D","1511","FA","21","","0","0","0%"
"*03wkt*","Nick Betz","(N/A)","RW","1512","FA","30","","0","0","0%"
"*03cb9*","Greg Betzold","(N/A)","C,LW","1513","FA","30","","0","0","0%"
"*01zul*","Brock Beukeboom","(N/A)","D","1514","FA","33","","0","0","0%"
"*06pmt*","Prabh Bhathal","(N/A)","LW","1515","FA","16","","0","0","0%"
"*05u0m*","Attilio Biasca","(N/A)","C","1517","FA","22","","0","0","0%"
"*051vl*","Felix Bibeau","NYI","C","1519","FA","26","WSH 1<br/>@NYI 4 F","0","0","0%"
"*01uo5*","Alex Biega","(N/A)","D","1522","FA","37","","0","0","0%"
"*01zu3*","Danny Biega","(N/A)","D","1523","FA","33","","0","0","0%"
"*02yee*","Dominik Bielke","(N/A)","D","1525","FA","34","","0","0","0%"
"*025hy*","Tyler Biggs","(N/A)","RW","1526","FA","32","","0","0","0%"
"*02yeh*","Kyle Bigos","SJS","D","1527","FA","40","","0","0","0%"
"*031o1*","Chris Bigras","(N/A)","D","1528","FA","30","","0","0","0%"
"*038la*","Ty Bilcke","(N/A)","RW","1529","FA","31","","0","0","0%"
"*02yep*","Brian Billett","(N/A)","G","1531","FA","33","","0","0","0%"
"*03kqh*","Julio Billia","(N/A)","G","1532","FA","29","","0","0","0%"
"*02xyh*","Chad Billins","(N/A)","D","1533","FA","36","","0","0","0%"
"*04l7f*","Nathan Billitier","(N/A)","D","1534","FA","29","","0","0","0%"
"*04atv*","Kristofers Bindulis","(N/A)","D","1536","FA","29","","0","0","0%"
"*03ecv*","Tyler Bird","(N/A)","RW","1538","FA","28","","0","0","0%"
"*01mzd*","Josh Birkholz","(N/A)","RW","1539","FA","34","","0","0","0%"
"*031sj*","Dane Birks","(N/A)","D","1540","FA","29","","0","0","0%"
"*004jb*","Michal Birner","(N/A)","LW","1541","FA","39","","0","0","0%"
"*003pz*","Sebastien Bisaillon","MTL","D","1543","FA","38","MTL 2<br/>@NSH 1 F","0","0","0%"
"*02odl*","Jake Bischoff","VGK","D","1545","FA","31","VGK 3<br/>@VAN 2 F","0","0","0%"
"*05xpi*","Alexander Bishop","(N/A)","G","1546","FA","28","","0","0","0%"
"*01svw*","Hunter Bishop","(N/A)","LW","1547","FA","37","","0","0","0%"
"*01zrr*","Anthony Bitetto","FLA","D","1550","FA","35","FLA 1<br/>@DET 2 F","0","0","0%"
"*04rfi*","Mikhail Bitsadze","(N/A)","LW","1551","FA","25","","0","0","0%"
"*05yjm*","Dominik Bittner","(N/A)","D","1553","FA","33","","0","0","0%"
"*038sy*","Paul Bittner","(N/A)","LW","1554","FA","28","","0","0","0%"
"*003fk*","Byron Bitz","(N/A)","RW","1555","FA","41","","0","0","0%"
"*03n2k*","Michael Bitzer","(N/A)","G","1556","FA","0","","0","0","0%"
"*0597q*","Mathieu Bizier","(N/A)","C","1557","FA","24","","0","0","0%"
"*06lok*","Viggo Bjorck","(N/A)","C","1559","FA","17","","0","0","0%"
"*0243p*","Henrik Bjorklund","CGY","RW","1565","FA","34","","0","0","0%"
"*05ueq*","Ivan Bjorkly Nordstrom","(N/A)","RW","1566","FA","22","","0","0","0%"
"*042w0*","Kasper Bjorkqvist","PIT","RW","1567","FA","28","PIT 1<br/>@CHI 3 F","0","0","0%"
"*043um*","Patrick Bjorkstrand","(N/A)","C","1568","FA","33","","0","0","0%"
"*05ykm*","Hannes Bjorninen","(N/A)","C,LW,RW","1569","FA","29","","0","0","0%"
"*04gem*","Jesse Bjugstad","(N/A)","D","1570","FA","26","","0","0","0%"
"*02o7w*","Graham Black","(N/A)","C","1572","FA","32","","0","0","0%"
"*01mkc*","Jesse Blacker","(N/A)","D","1573","FA","34","","0","0","0%"
"*05r8f*","Chase Blackmun","(N/A)","D","1574","FA","26","","0","0","0%"
"*01zu1*","Jeremie Blain","MTL","D","1575","FA","33","MTL 2<br/>@NSH 1 F","0","0","0%"
"*003iu*","Nicolas Blanchard","MTL","LW","1579","FA","38","MTL 2<br/>@NSH 1 F","0","0","0%"
"*02oaq*","Joseph Blandisi","TOR","C,LW","1580","FA","31","","0","0","0%"
"*061to*","Alexander Blank","(N/A)","C","1581","FA","23","","0","0","0%"
"*03e7q*","Conner Bleackley","(N/A)","C","1582","FA","29","","0","0","0%"
"*060pv*","Nikita Blednov","(N/A)","C,LW,RW","1583","FA","21","","0","0","0%"
"*0430v*","Joachim Blichfeld","(N/A)","RW","1584","FA","27","","0","0","0%"
"*01zr9*","Ricard Blidstrand","(N/A)","D","1586","FA","33","","0","0","0%"
"*01v7d*","Severin Blindenbacher","DAL","D","1587","FA","42","DAL 2<br/>@MIN 3 F","0","0","0%"
"*060g8*","Trenton Bliss","(N/A)","LW","1588","FA","27","","0","0","0%"
"*004jo*","Mario Bliznak","(N/A)","C","1589","FA","38","","0","0","0%"
"*06ruj*","Oskar Blomgren","(N/A)","G","1590","FA","20","","0","0","0%"
"*02613*","Anton Blomqvist","(N/A)","D","1592","FA","35","","0","0","0%"
"*02g03*","Ludwig Blomstrand","(N/A)","LW","1594","FA","32","","0","0","0%"
"*02j6x*","Ben Blood","(N/A)","D","1595","FA","36","","0","0","0%"
"*02frh*","Evan Bloodoff","(N/A)","LW","1596","FA","34","","0","0","0%"
"*02np2*","Dylan Blujus","VAN","D","1598","FA","31","VGK 3<br/>@VAN 2 F","0","0","0%"
"*004ja*","Jonathon Blum","(N/A)","D","1599","FA","36","","0","0","0%"
"*003jz*","Mike Blunden","(N/A)","RW","1600","FA","38","","0","0","0%"
"*03k86*","Alex Boak","(N/A)","D","1601","FA","35","","0","0","0%"
"*01mzj*","Igor Bobkov","(N/A)","G","1602","FA","34","","0","0","0%"
"*042xd*","Vladimir Bobylev","TOR","RW","1603","FA","28","","0","0","0%"
"*03zag*","Ivan Bocharov","(N/A)","G","1604","FA","30","","0","0","0%"
"*03c9n*","Mat Bodie","(N/A)","D","1605","FA","35","","0","0","0%"
"*02ody*","Rasmus Bodin","DET","LW","1606","FA","31","","0","0","0%"
"*003fl*","Andrew Bodnarchuk","(N/A)","D","1607","FA","37","","0","0","0%"
"*02yc6*","Chris Bodo","(N/A)","LW","1608","FA","33","","0","0","0%"
"*02450*","Denis Bodrov","PHI","D","1609","FA","38","","0","0","0%"
"*00qkq*","Mikkel Boedker","(N/A)","LW,RW","1610","FA","35","","0","0","0%"
"*04l2e*","Corbin Boes","(N/A)","G","1611","FA","32","","0","0","0%"
"*02frg*","Aaron Bogosian","(N/A)","LW","1612","FA","38","","0","0","0%"
"*02oz5*","Marcus Bohman","(N/A)","D","1613","FA","31","","0","0","0%"
"*03riv*","Sergei Boikov","COL","D","1615","FA","29","","0","0","0%"
"*06miw*","Jules Boilard","(N/A)","RW","1616","FA","20","","0","0","0%"
"*0041c*","Danny Bois","(N/A)","RW","1618","FA","42","","0","0","0%"
"*02yho*","Mike Boivin","(N/A)","D","1620","FA","34","","0","0","0%"
"*03rj3*","Nicholas Boka","BUF","D","1621","FA","27","BOS 3<br/>@BUF 6 F","0","0","0%"
"*03kqj*","Connor Boland","EDM","D","1623","FA","30","","0","0","0%"
"*04aou*","Tyler Boland","(N/A)","C","1624","FA","28","","0","0","0%"
"*00qkz*","Alexandre Bolduc","(N/A)","C","1625","FA","40","","0","0","0%"
"*003k0*","Dave Bolland","(N/A)","C","1627","FA","39","","0","0","0%"
"*004o3*","Bobby Bolt","(N/A)","LW","1628","FA","38","","0","0","0%"
"*043co*","Artur Boltanov","(N/A)","LW","1629","FA","28","","0","0","0%"
"*03mm5*","Radovan Bondra","(N/A)","RW","1631","FA","28","","0","0","0%"
"*004kh*","Jimmy Bonneau","SJS","RW","1635","FA","40","","0","0","0%"
"*004oz*","Aaron Boogaard","(N/A)","RW","1636","FA","38","","0","0","0%"
"*04l82*","Shaw Boomhower","(N/A)","LW","1638","FA","26","","0","0","0%"
"*003re*","David Booth","(N/A)","LW,RW","1641","FA","40","","0","0","0%"
"*003d0*","Darryl Bootland","(N/A)","RW","1642","FA","43","","0","0","0%"
"*023oo*","Patrick Bordeleau","(N/A)","LW","1643","FA","39","","0","0","0%"
"*01szf*","Rob Bordson","(N/A)","C","1644","FA","37","","0","0","0%"
"*003iv*","Casey Borer","(N/A)","D","1645","FA","40","","0","0","0%"
"*066c9*","Zachary Borgiel","(N/A)","G","1647","FA","25","","0","0","0%"
"*04ayk*","Andreas Borgman","(N/A)","D","1648","FA","30","","0","0","0%"
"*06lv9*","Tyler Borgula","(N/A)","RW","1650","FA","19","","0","0","0%"
"*03yki*","Mike Borkowski","DET","LW","1651","FA","33","FLA 1<br/>@DET 2 F","0","0","0%"
"*06cfa*","Isac Born","(N/A)","C","1652","FA","21","","0","0","0%"
"*0058m*","Francois Bouchard","(N/A)","RW","1653","FA","37","","0","0","0%"
"*03ee6*","Keven Bouchard","(N/A)","G","1654","FA","29","","0","0","0%"
"*04lch*","Xavier Bouchard","(N/A)","D","1655","FA","25","","0","0","0%"
"*05zmb*","Evan Boucher","(N/A)","C,LW","1656","FA","23","","0","0","0%"
"*04l7j*","Jordan Boucher","(N/A)","LW","1657","FA","31","","0","0","0%"
"*045ck*","Matthew Boucher","(N/A)","LW","1658","FA","27","","0","0","0%"
"*02dq8*","Reid Boucher","(N/A)","C,LW","1659","FA","31","","0","0","0%"
"*05rj7*","Tyrell Boucher","(N/A)","D","1661","FA","26","","0","0","0%"
"*05xw3*","Louis Boudon","MIN","C","1662","FA","26","DAL 2<br/>@MIN 3 F","0","0","0%"
"*031o9*","Gabryel Boudreau","NSH","LW","1663","FA","30","MTL 2<br/>@NSH 1 F","0","0","0%"
"*04nqy*","Shawn Boudrias","MIN","RW","1664","FA","25","DAL 2<br/>@MIN 3 F","0","0","0%"
"*01nlh*","Lance Bouma","LAK","LW","1665","FA","35","","0","0","0%"
"*03rjw*","Gustav Bouramman","(N/A)","D","1667","FA","28","","0","0","0%"
"*01d6d*","Marc-Andre Bourdon","(N/A)","D","1668","FA","35","","0","0","0%"
"*02npx*","Troy Bourke","(N/A)","C,LW","1670","FA","31","","0","0","0%"
"*01xfn*","Michael Bournival","(N/A)","LW","1671","FA","33","","0","0","0%"
"*066sw*","Daniil Bourosh","(N/A)","C","1672","FA","21","","0","0","0%"
"*004c0*","Chris Bourque","(N/A)","LW","1673","FA","39","","0","0","0%"
"*01ont*","Gabriel Bourque","MTL","LW,RW","1674","FA","34","MTL 2<br/>@NSH 1 F","0","0","0%"
"*003k1*","Rene Bourque","(N/A)","LW,RW","1675","FA","43","","0","0","0%"
"*01gjm*","Ryan Bourque","NYI","C","1676","FA","34","WSH 1<br/>@NYI 4 F","0","0","0%"
"*04f81*","Trenton Bourque","(N/A)","D","1678","FA","27","","0","0","0%"
"*004nd*","Alex Bourret","(N/A)","RW","1679","FA","38","","0","0","0%"
"*02g20*","Gabriel Bourret","(N/A)","D","1680","FA","32","","0","0","0%"
"*038ig*","Etienne Boutet","(N/A)","D","1681","FA","33","","0","0","0%"
"*004k4*","Jonathan Boutin","(N/A)","G","1683","FA","40","","0","0","0%"
"*03lzf*","Landon Bow","(N/A)","G","1684","FA","29","","0","0","0%"
"*05mx7*","Henry Bowlby","COL","C","1686","FA","28","","0","0","0%"
"*03ynt*","Parker Bowles","(N/A)","LW","1687","FA","30","","0","0","0%"
"*00u81*","Drayson Bowman","(N/A)","LW","1689","FA","36","","0","0","0%"
"*05t9b*","Nikita Boyarkin","(N/A)","G","1690","FA","26","","0","0","0%"
"*0049k*","Darryl Boyce","(N/A)","C","1691","FA","41","","0","0","0%"
"*029jb*","Jeremy Boyce-Rotevall","(N/A)","LW","1692","FA","31","","0","0","0%"
"*01zsg*","Riley Boychuk","(N/A)","LW","1693","FA","34","","0","0","0%"
"*015ox*","Zach Boychuk","(N/A)","C","1694","FA","35","","0","0","0%"
"*003ho*","Dustin Boyd","(N/A)","C","1696","FA","39","","0","0","0%"
"*01zrl*","R.J. Boyd","(N/A)","D","1697","FA","34","","0","0","0%"
"*0047e*","Brad Boyes","(N/A)","RW","1698","FA","43","","0","0","0%"
"*003so*","Brian Boyle","(N/A)","C","1700","FA","40","","0","0","0%"
"*01mw0*","Daryl Boyle","STL","D","1701","FA","38","","0","0","0%"
"*03ycv*","Kevin Boyle","(N/A)","G","1702","FA","33","","0","0","0%"
"*01mnn*","Paul Boyle","(N/A)","LW","1703","FA","0","","0","0","0%"
"*02o79*","Timothy Boyle","OTT","D","1704","FA","32","","0","0","0%"
"*01cht*","Tyler Bozak","(N/A)","C","1705","FA","39","","0","0","0%"
"*02npp*","Tim Bozon","(N/A)","LW","1706","FA","31","","0","0","0%"
"*03cz8*","Cameron Brace","(N/A)","C","1709","FA","32","","0","0","0%"
"*038oi*","Riley Brace","(N/A)","RW","1710","FA","33","","0","0","0%"
"*02g1m*","Brock Bradford","BOS","C","1711","FA","38","","0","0","0%"
"*03i5s*","Erik Bradford","(N/A)","C","1712","FA","30","","0","0","0%"
"*048ta*","Cody Bradley","(N/A)","LW","1713","FA","31","","0","0","0%"
"*03rgz*","Matthew Bradley","TOR","C","1714","FA","28","","0","0","0%"
"*03jfw*","Ian Brady","(N/A)","D","1717","FA","31","","0","0","0%"
"*038k1*","Chance Braid","WSH","LW","1718","FA","30","WSH 1<br/>@NYI 4 F","0","0","0%"
"*0484q*","MacKenzie Braid","(N/A)","D","1719","FA","32","","0","0","0%"
"*065pg*","Linus Brandl","(N/A)","C","1720","FA","20","","0","0","0%"
"*05yjd*","Marcel Brandt","(N/A)","LW,D","1722","FA","33","","0","0","0%"
"*015j7*","Tim Branham","(N/A)","D","1723","FA","44","","0","0","0%"
"*02frn*","Austen Brassard","(N/A)","RW","1724","FA","32","","0","0","0%"
"*03oal*","Eric Brassard","(N/A)","G","1726","FA","30","","0","0","0%"
"*02oau*","Francois Brassard","OTT","G","1727","FA","31","CBJ 0<br/>@OTT 4 F","0","0","0%"
"*02z7a*","Brady Brassart","(N/A)","C","1729","FA","32","","0","0","0%"
"*065jr*","Filip Bratt","(N/A)","D","1730","FA","23","","0","0","0%"
"*05o6i*","Timo Braus","(N/A)","LW","1732","FA","25","","0","0","0%"
"*01uom*","Chris Breen","BOS","D","1733","FA","36","BOS 3<br/>@BUF 6 F","0","0","0%"
"*06lo3*","Lynden Breen","(N/A)","C","1734","FA","24","","0","0","0%"
"*00qlt*","Pavel Brendl","(N/A)","RW","1735","FA","0","","0","0","0%"
"*003yy*","Kip Brennan","EDM","LW","1736","FA","44","","0","0","0%"
"*005b1*","Mike Brennan","COL","D","1737","FA","39","","0","0","0%"
"*01cxd*","T.J. Brennan","(N/A)","D","1738","FA","36","","0","0","0%"
"*02673*","Tyler Brenner","(N/A)","RW","1740","FA","37","","0","0","0%"
"*0597p*","Alex Breton","(N/A)","D","1741","FA","28","","0","0","0%"
"*03n0g*","Drew Brevig","(N/A)","D","1742","FA","31","","0","0","0%"
"*05994*","Mitchell Brewer","SJS","D","1743","FA","24","","0","0","0%"
"*01zqv*","Connor Brickley","(N/A)","LW,RW","1745","FA","33","","0","0","0%"
"*02yen*","Bryan Bridges","(N/A)","G","1747","FA","39","","0","0","0%"
"*05xw4*","Carson Briere","(N/A)","C,RW","1748","FA","25","","0","0","0%"
"*003rg*","David Brine","(N/A)","C","1750","FA","40","","0","0","0%"
"*06hj7*","Finn Brink","(N/A)","LW","1751","FA","20","","0","0","0%"
"*02ytu*","Mathieu Brisebois","(N/A)","D","1753","FA","33","","0","0","0%"
"*03bxk*","Leon Bristedt","(N/A)","LW","1754","FA","30","","0","0","0%"
"*01gk0*","Josh Brittain","(N/A)","LW","1755","FA","35","","0","0","0%"
"*01zs9*","Sam Brittain","COL","G","1756","FA","33","","0","0","0%"
"*043i8*","Adam Brizgala","(N/A)","G","1757","FA","27","","0","0","0%"
"*02u83*","Alex Broadhurst","ANA","C","1758","FA","32","","0","0","0%"
"*02igg*","Terry Broadhurst","(N/A)","LW","1759","FA","36","","0","0","0%"
"*01ofh*","Joel Broda","(N/A)","C","1761","FA","35","","0","0","0%"
"*03m53*","Adam Brodecki","(N/A)","LW,RW","1762","FA","30","","0","0","0%"
"*02yjm*","Anthony Brodeur","NJD","G","1763","FA","30","","0","0","0%"
"*02vhc*","Etienne Brodeur","(N/A)","LW","1764","FA","34","","0","0","0%"
"*01met*","Mathieu Brodeur","STL","D","1766","FA","35","","0","0","0%"
"*004kq*","Mike Brodeur","(N/A)","G","1767","FA","42","","0","0","0%"
"*01zuw*","Daniel Brodin","TOR","LW","1768","FA","35","","0","0","0%"
"*003q1*","Kyle Brodziak","(N/A)","C","1769","FA","41","","0","0","0%"
"*060vm*","Easton Brodzinski","NYR","RW","1771","FA","28","","0","0","0%"
"*031qr*","Michael Brodzinski","(N/A)","D","1772","FA","30","","0","0","0%"
"*03wqi*","Alec Broetzman","(N/A)","LW","1773","FA","28","","0","0","0%"
"*02aji*","David Broll","(N/A)","LW","1774","FA","32","","0","0","0%"
"*04z6f*","Mathias Brome","(N/A)","LW","1775","FA","31","","0","0","0%"
"*003xg*","Sheldon Brookbank","(N/A)","D","1777","FA","44","","0","0","0%"
"*065gv*","Calder Brooks","CGY","C","1779","FA","30","","0","0","0%"
"*03yh6*","Kenny Brooks","(N/A)","RW","1780","FA","33","","0","0","0%"
"*003k2*","Evan Brophey","(N/A)","C","1781","FA","38","","0","0","0%"
"*04ouw*","Devin Brosseau","EDM","C","1782","FA","30","","0","0","0%"
"*02fss*","Julien Brouillette","(N/A)","D","1785","FA","38","","0","0","0%"
"*003k3*","Troy Brouwer","(N/A)","LW,RW","1786","FA","39","","0","0","0%"
"*05xnc*","Caden Brown","(N/A)","LW","1787","FA","22","","0","0","0%"
"*04juu*","Cam Brown","(N/A)","C","1788","FA","32","","0","0","0%"
"*01f6g*","Chris Brown","(N/A)","C","1789","FA","34","","0","0","0%"
"*03ed9*","Christopher Brown","BUF","C","1790","FA","29","BOS 3<br/>@BUF 6 F","0","0","0%"
"*004ov*","Dave Brown","(N/A)","G","1792","FA","40","","0","0","0%"
"*059a9*","Erik Brown","NYI","LW","1793","FA","29","WSH 1<br/>@NYI 4 F","0","0","0%"
"*02g3g*","J.T. Brown","(N/A)","RW","1795","FA","35","","0","0","0%"
"*05akm*","Matt Brown","PHI","LW","1797","FA","25","","0","0","0%"
"*004ar*","Mike Brown","(N/A)","RW","1798","FA","40","","0","0","0%"
"*004oe*","Mike Brown","(N/A)","G","1799","FA","0","","0","0","0%"
"*004ty*","Paul Brown","(N/A)","RW","1800","FA","0","","0","0","0%"
"*04m5z*","Sean Brown","(N/A)","RW","1801","FA","31","","0","0","0%"
"*02o8a*","Travis Brown","MTL","D","1802","FA","31","MTL 2<br/>@NSH 1 F","0","0","0%"
"*025mh*","Tyler Brown","(N/A)","LW","1803","FA","35","","0","0","0%"
"*05xd8*","Adam Brubacher","(N/A)","D","1805","FA","29","","0","0","0%"
"*03rjs*","Riley Bruce","CGY","D","1806","FA","28","","0","0","0%"
"*05yjb*","Felix Bruckmann","(N/A)","G","1807","FA","34","","0","0","0%"
"*01c9p*","Trevor Bruess","(N/A)","C","1808","FA","39","","0","0","0%"
"*003ma*","Gilbert Brule","(N/A)","C,LW","1809","FA","38","","0","0","0%"
"*06mhq*","Benjamin Brunelle","(N/A)","LW","1810","FA","20","","0","0","0%"
"*02gvq*","Damien Brunner","(N/A)","RW","1813","FA","39","","0","0","0%"
"*005h9*","Fabian Brunnstrom","(N/A)","LW","1814","FA","40","","0","0","0%"
"*05nb1*","Yannick Bruschweiler","(N/A)","LW","1815","FA","25","","0","0","0%"
"*004n9*","Barry Brust","OTT","G","1816","FA","41","CBJ 0<br/>@OTT 4 F","0","0","0%"
"*030wz*","Chris Bruton","(N/A)","RW","1817","FA","38","","0","0","0%"
"*04zi9*","Vladimir Bryukvin","(N/A)","RW","1818","FA","30","","0","0","0%"
"*048xw*","Milos Bubela","PIT","LW","1820","FA","32","PIT 1<br/>@CHI 3 F","0","0","0%"
"*03d0c*","Jimmy Bubnick","(N/A)","C","1821","FA","34","","0","0","0%"
"*04ml2*","Samuel Bucek","(N/A)","LW","1822","FA","26","","0","0","0%"
"*05o4e*","Jeremie Bucheler","SJS","D","1823","FA","25","","0","0","0%"
"*04r6c*","Ondrej Buchtela","(N/A)","D","1826","FA","25","","0","0","0%"
"*031pk*","Matt Buckles","(N/A)","C","1828","FA","30","","0","0","0%"
"*003l7*","Peter Budaj","(N/A)","G","1829","FA","42","","0","0","0%"
"*042xk*","Vojtech Budik","(N/A)","D","1831","FA","27","","0","0","0%"
"*01f6m*","Zach Budish","(N/A)","RW","1832","FA","34","","0","0","0%"
"*04rjg*","Brendan Budy","(N/A)","LW","1833","FA","25","","0","0","0%"
"*05uxt*","Cameron Buhl","(N/A)","C,LW,RW","1834","FA","26","","0","0","0%"
"*04xct*","Evan Buitenhuis","NYI","G","1835","FA","32","WSH 1<br/>@NYI 4 F","0","0","0%"
"*03dmp*","Rihards Bukarts","(N/A)","RW","1839","FA","29","","0","0","0%"
"*05yjz*","Roberts Bukarts","(N/A)","LW,RW","1840","FA","35","","0","0","0%"
"*01zvm*","Brett Bulmer","(N/A)","RW","1842","FA","33","","0","0","0%"
"*024y2*","Vjateslav Buravchikov","BUF","D","1846","FA","38","","0","0","0%"
"*06cdw*","Michael Burchill","(N/A)","RW","1848","FA","20","","0","0","0%"
"*03wqn*","Anton Burdasov","(N/A)","RW","1849","FA","34","","0","0","0%"
"*03kik*","Erik Burgdoerfer","WSH","D","1850","FA","36","WSH 1<br/>@NYI 4 F","0","0","0%"
"*042wx*","Todd Burgess","(N/A)","C,RW","1852","FA","29","","0","0","0%"
"*003k4*","Adam Burish","SJS","RW","1853","FA","42","","0","0","0%"
"*03xma*","Brayden Burke","NSH","LW","1854","FA","28","MTL 2<br/>@NSH 1 F","0","0","0%"
"*031si*","Brendan Burke","(N/A)","G","1855","FA","30","","0","0","0%"
"*02ye3*","Greg Burke","(N/A)","LW","1856","FA","35","","0","0","0%"
"*03kly*","Taylor Burke","(N/A)","C","1858","FA","31","","0","0","0%"
"*03nue*","Tommy Burke","(N/A)","G","1859","FA","33","","0","0","0%"
"*004p9*","Codey Burki","(N/A)","C","1860","FA","37","","0","0","0%"
"*01gjw*","Brandon Burlon","(N/A)","D","1861","FA","35","","0","0","0%"
"*01zqx*","Alex Burmistrov","(N/A)","C","1862","FA","33","","0","0","0%"
"*05lua*","Brady Burns","(N/A)","LW","1864","FA","23","","0","0","0%"
"*03kim*","Nathan Burns","(N/A)","LW","1865","FA","32","","0","0","0%"
"*040zv*","Niclas Burstrom","(N/A)","D","1868","FA","34","","0","0","0%"
"*05rje*","Davin Burton","(N/A)","D","1869","FA","27","","0","0","0%"
"*048xx*","Jarrett Burton","BUF","C","1870","FA","34","BOS 3<br/>@BUF 6 F","0","0","0%"
"*04ld0*","Luka Burzan","COL","RW","1872","FA","25","","0","0","0%"
"*04r07*","Dennis Busby","UTA","D","1873","FA","25","","0","0","0%"
"*05xdc*","D.J. Busdeker","COL","RW","1874","FA","25","","0","0","0%"
"*0484t*","Noah Bushnell","(N/A)","RW","1875","FA","28","","0","0","0%"
"*02np8*","Raphael Bussieres","(N/A)","LW","1877","FA","31","","0","0","0%"
"*015je*","Michael Busto","(N/A)","D","1878","FA","39","","0","0","0%"
"*049kq*","Chad Butcher","(N/A)","RW","1881","FA","29","","0","0","0%"
"*060xc*","Francois-James Buteau","(N/A)","D","1883","FA","21","","0","0","0%"
"*01svc*","Bobby Butler","(N/A)","RW","1885","FA","38","","0","0","0%"
"*02zo6*","Dustin Butler","(N/A)","G","1887","FA","37","","0","0","0%"
"*0244u*","Ryan Button","(N/A)","D","1889","FA","34","","0","0","0%"
"*00409*","Dane Byers","WSH","LW","1892","FA","39","WSH 1<br/>@NYI 4 F","0","0","0%"
"*003k5*","Dustin Byfuglien","(N/A)","D","1893","FA","40","","0","0","0%"
"*004kw*","Trevor Byrne","(N/A)","D","1894","FA","0","","0","0","0%"
"*031sx*","Blaine Byron","(N/A)","C","1895","FA","30","","0","0","0%"
"*02np5*","Ludwig Bystrom","(N/A)","D","1898","FA","31","","0","0","0%"
"*04llu*","Alexei Byvaltsev","(N/A)","C","1899","FA","31","","0","0","0%"
"*0042i*","Frederik Cabana","PHI","C","1901","FA","39","","0","0","0%"
"*03d11*","Philippe Cadorette","(N/A)","G","1902","FA","30","","0","0","0%"
"*042wj*","Matthew Cairns","BUF","D","1903","FA","27","BOS 3<br/>@BUF 6 F","0","0","0%"
"*039p6*","Matthew Caito","(N/A)","D","1904","FA","31","","0","0","0%"
"*05o6f*","Petr Cajka","(N/A)","C","1906","FA","24","","0","0","0%"
"*038k8*","Michal Cajkovsky","CAR","D","1908","FA","33","","0","0","0%"
"*05rj9*","Ashton Calder","NYI","RW","1909","FA","27","WSH 1<br/>@NYI 4 F","0","0","0%"
"*04ob3*","Tony Calderone","(N/A)","RW","1910","FA","30","","0","0","0%"
"*0043z*","Ryan Caldwell","(N/A)","D","1911","FA","44","","0","0","0%"
"*005i5*","Brady Calla","(N/A)","RW","1913","FA","37","","0","0","0%"
